#ID = Feature ID									
#chrom = Chromosome number									
#start = The start position on the chromosome									
#end = The end position on the chromosome									
#loc = 									
#meanPos = 									
#cyto = The cytoband on the chromosome.									
#arm = The arm of the chromosome									
#genome.version = The version of the genome used.									
#SPOT_ID = Chromosomal region (hg19)									
ID	chrom	star	end	loc	meanPos	cyto	arm	genome.version	SPOT_ID
X2700633	11	11912163	12034114	11912163	11973138.5	p15.3	11p	UCSC.HG19_2010-03-08	chr11:11912163-12034114
X2699141	11	12269229	12419398	12269229	12344313.5	p15.3	11p	UCSC.HG19_2010-03-08	chr11:12269229-12419398
X2701645	11	13511492	13677669	13511492	13594580.5	p15.2	11p	UCSC.HG19_2010-03-08	chr11:13511492-13677669
X2700642	11	13715008	13872799	13715008	13793903.5	p15.2	11p	UCSC.HG19_2010-03-08	chr11:13715008-13872799
X2701630	11	14664017	14862717	14664017	14763367	p15.2	11p	UCSC.HG19_2010-03-08	chr11:14664017-14862717
X2699432	11	15822479	15983749	15822479	15903114	p15.2	11p	UCSC.HG19_2010-03-08	chr11:15822479-15983749
X2701810	11	15822413	15984103	15822413	15903258	p15.2	11p	UCSC.HG19_2010-03-08	chr11:15822413-15984103
X2700665	11	17278948	17390965	17278948	17334956.5	p15.1	11p	UCSC.HG19_2010-03-08	chr11:17278948-17390965
X2700649	11	17278919	17391053	17278919	17334986	p15.1	11p	UCSC.HG19_2010-03-08	chr11:17278919-17391053
X2702913	11	18194024	18350863	18194024	18272443.5	p15.1	11p	UCSC.HG19_2010-03-08	chr11:18194024-18350863
X2703258	11	18352021	18503973	18352021	18427997	p15.1	11p	UCSC.HG19_2010-03-08	chr11:18352021-18503973
X2698760	11	18441144	18591315	18441144	18516229.5	p15.1	11p	UCSC.HG19_2010-03-08	chr11:18441144-18591315
X3222529	11	19358289	19535574	19358289	19446931.5	p15.1	11p	UCSC.HG19_2010-03-08	chr11:19358289-19535574
X2702136	11	20223855	20375977	20223855	20299916	p15.1	11p	UCSC.HG19_2010-03-08	chr11:20223855-20375977
X3222107	11	21254687	21443401	21254687	21349044	p15.1	11p	UCSC.HG19_2010-03-08	chr11:21254687-21443401
X2700656	11	22377066	22486484	22377066	22431775	p14.3	11p	UCSC.HG19_2010-03-08	chr11:22377066-22486484
X3222272	11	22487392	22653769	22487392	22570580.5	p14.3	11p	UCSC.HG19_2010-03-08	chr11:22487392-22653769
X2699833	11	22734298	22910894	22734298	22822596	p14.3	11p	UCSC.HG19_2010-03-08	chr11:22734298-22910894
X2698345	11	23489343	23639560	23489343	23564451.5	p14.3	11p	UCSC.HG19_2010-03-08	chr11:23489343-23639560
X2699752	11	23834932	23998707	23834932	23916819.5	p14.3	11p	UCSC.HG19_2010-03-08	chr11:23834932-23998707
X2701629	11	25040815	25200619	25040815	25120717	p14.3	11p	UCSC.HG19_2010-03-08	chr11:25040815-25200619
X3222545	11	25976013	26140782	25976013	26058397.5	p14.3	11p	UCSC.HG19_2010-03-08	chr11:25976013-26140782
X2701652	11	26915509	27104999	26915509	27010254	p14.2	11p	UCSC.HG19_2010-03-08	chr11:26915509-27104999
X2702578	11	27449359	27609212	27449359	27529285.5	p14.1	11p	UCSC.HG19_2010-03-08	chr11:27449359-27609212
X2701654	11	28205422	28372977	28205422	28289199.5	p14.1	11p	UCSC.HG19_2010-03-08	chr11:28205422-28372977
X2701631	11	28993445	29161087	28993445	29077266	p14.1	11p	UCSC.HG19_2010-03-08	chr11:28993445-29161087
X2701252	11	29833682	29999806	29833682	29916744	p14.1	11p	UCSC.HG19_2010-03-08	chr11:29833682-29999806
X2699449	11	30031247	30181439	30031247	30106343	p14.1	11p	UCSC.HG19_2010-03-08	chr11:30031247-30181439
X2699229	11	30522436	30678913	30522436	30600674.5	p14.1	11p	UCSC.HG19_2010-03-08	chr11:30522436-30678913
X2699311	11	30791440	30941567	30791440	30866503.5	p14.1	11p	UCSC.HG19_2010-03-08	chr11:30791440-30941567
X3222243	11	31779753	31947538	31779753	31863645.5	p13	11p	UCSC.HG19_2010-03-08	chr11:31779753-31947538
X2703259	11	31984172	32178831	31984172	32081501.5	p13	11p	UCSC.HG19_2010-03-08	chr11:31984172-32178831
X2700713	11	32332523	32433167	32332523	32382845	p13	11p	UCSC.HG19_2010-03-08	chr11:32332523-32433167
X2700729	11	32336381	32452224	32336381	32394302.5	p13	11p	UCSC.HG19_2010-03-08	chr11:32336381-32452224
X2700720	11	32352531	32506066	32352531	32429298.5	p13	11p	UCSC.HG19_2010-03-08	chr11:32352531-32506066
X2698287	11	32360764	32510919	32360764	32435841.5	p13	11p	UCSC.HG19_2010-03-08	chr11:32360764-32510919
X3222620	11	33049958	33229242	33049958	33139600	p13	11p	UCSC.HG19_2010-03-08	chr11:33049958-33229242
X2703260	11	33957587	34139344	33957587	34048465.5	p13	11p	UCSC.HG19_2010-03-08	chr11:33957587-34139344
X3223009	11	34778980	34929122	34778980	34854051	p13	11p	UCSC.HG19_2010-03-08	chr11:34778980-34929122
X2699877	11	35271328	35439269	35271328	35355298.5	p13	11p	UCSC.HG19_2010-03-08	chr11:35271328-35439269
X3221925	11	35781995	35937648	35781995	35859821.5	p13	11p	UCSC.HG19_2010-03-08	chr11:35781995-35937648
X2699031	11	36367175	36517320	36367175	36442247.5	p13	11p	UCSC.HG19_2010-03-08	chr11:36367175-36517320
X2699225	11	36709282	36878909	36709282	36794095.5	p12	11p	UCSC.HG19_2010-03-08	chr11:36709282-36878909
X2700632	11	37430701	37581198	37430701	37505949.5	p12	11p	UCSC.HG19_2010-03-08	chr11:37430701-37581198
X2699153	11	37790500	37967147	37790500	37878823.5	p12	11p	UCSC.HG19_2010-03-08	chr11:37790500-37967147
X2699160	11	37790500	37967155	37790500	37878827.5	p12	11p	UCSC.HG19_2010-03-08	chr11:37790500-37967155
X2699346	11	39077809	39260128	39077809	39168968.5	p12	11p	UCSC.HG19_2010-03-08	chr11:39077809-39260128
X2699117	11	39376386	39526740	39376386	39451563	p12	11p	UCSC.HG19_2010-03-08	chr11:39376386-39526740
X2700689	11	40379954	40530619	40379954	40455286.5	p12	11p	UCSC.HG19_2010-03-08	chr11:40379954-40530619
X2701431	11	41086880	41268532	41086880	41177706	p12	11p	UCSC.HG19_2010-03-08	chr11:41086880-41268532
X2698703	11	41188694	41338947	41188694	41263820.5	p12	11p	UCSC.HG19_2010-03-08	chr11:41188694-41338947
X2702168	11	41670892	41907715	41670892	41789303.5	p12	11p	UCSC.HG19_2010-03-08	chr11:41670892-41907715
X2703261	11	42810395	42935880	42810395	42873137.5	p12	11p	UCSC.HG19_2010-03-08	chr11:42810395-42935880
X2698898	11	44062811	44234965	44062811	44148888	p11.2	11p	UCSC.HG19_2010-03-08	chr11:44062811-44234965
X2703388	11	44465185	44657324	44465185	44561254.5	p11.2	11p	UCSC.HG19_2010-03-08	chr11:44465185-44657324
X2701636	11	44763491	44966931	44763491	44865211	p11.2	11p	UCSC.HG19_2010-03-08	chr11:44763491-44966931
X2699250	11	46082053	46247848	46082053	46164950.5	p11.2	11p	UCSC.HG19_2010-03-08	chr11:46082053-46247848
X2700681	11	47143661	47294018	47143661	47218839.5	p11.2	11p	UCSC.HG19_2010-03-08	chr11:47143661-47294018
X2698825	11	47237919	47395917	47237919	47316918	p11.2	11p	UCSC.HG19_2010-03-08	chr11:47237919-47395917
X2701171	11	48041328	48225601	48041328	48133464.5	p11.2	11p	UCSC.HG19_2010-03-08	chr11:48041328-48225601
X2699544	11	48329229	48479421	48329229	48404325	p11.2	11p	UCSC.HG19_2010-03-08	chr11:48329229-48479421
X2699500	11	49547023	49724090	49547023	49635556.5	p11.1	11p	UCSC.HG19_2010-03-08	chr11:49547023-49724090
X2699580	11	50121364	50288935	50121364	50205149.5	p11.1	11p	UCSC.HG19_2010-03-08	chr11:50121364-50288935
X2699359	11	51388633	51577508	51388633	51483070.5	p11.1	11p	UCSC.HG19_2010-03-08	chr11:51388633-51577508
X2699408	11	54900425	55050663	54900425	54975544	q11	11q	UCSC.HG19_2010-03-08	chr11:54900425-55050663
X3221996	11	55914752	56080380	55914752	55997566	q12.1	11q	UCSC.HG19_2010-03-08	chr11:55914752-56080380
X3222129	11	55968643	56151545	55968643	56060094	q12.1	11q	UCSC.HG19_2010-03-08	chr11:55968643-56151545
X2698412	11	57052240	57202362	57052240	57127301	q12.1	11q	UCSC.HG19_2010-03-08	chr11:57052240-57202362
X2701600	11	57375635	57525799	57375635	57450717	q12.1	11q	UCSC.HG19_2010-03-08	chr11:57375635-57525799
X2701646	11	57439356	57586187	57439356	57512771.5	q12.1	11q	UCSC.HG19_2010-03-08	chr11:57439356-57586187
X2699849	11	58882603	59048569	58882603	58965586	q12.1	11q	UCSC.HG19_2010-03-08	chr11:58882603-59048569
X2699587	11	60340327	60492252	60340327	60416289.5	q12.2	11q	UCSC.HG19_2010-03-08	chr11:60340327-60492252
X2699867	11	61002023	61180590	61002023	61091306.5	q12.2	11q	UCSC.HG19_2010-03-08	chr11:61002023-61180590
X2699887	11	61496560	61646841	61496560	61571700.5	q12.2	11q	UCSC.HG19_2010-03-08	chr11:61496560-61646841
X2699658	11	61717352	61883840	61717352	61800596	q12.3	11q	UCSC.HG19_2010-03-08	chr11:61717352-61883840
X2699862	11	62702343	62865609	62702343	62783976	q12.3	11q	UCSC.HG19_2010-03-08	chr11:62702343-62865609
X2703262	11	63177043	63301551	63177043	63239297	q12.3	11q	UCSC.HG19_2010-03-08	chr11:63177043-63301551
X2702141	11	63505107	63655282	63505107	63580194.5	q13.1	11q	UCSC.HG19_2010-03-08	chr11:63505107-63655282
X2703263	11	63764347	63943214	63764347	63853780.5	q13.1	11q	UCSC.HG19_2010-03-08	chr11:63764347-63943214
X2700825	11	64538358	64694990	64538358	64616674	q13.1	11q	UCSC.HG19_2010-03-08	chr11:64538358-64694990
X2698435	11	64524962	64714416	64524962	64619689	q13.1	11q	UCSC.HG19_2010-03-08	chr11:64524962-64714416
X2698423	11	65371944	65535722	65371944	65453833	q13.1	11q	UCSC.HG19_2010-03-08	chr11:65371944-65535722
X2700766	11	65607764	65725850	65607764	65666807	q13.1	11q	UCSC.HG19_2010-03-08	chr11:65607764-65725850
X2701644	11	65884483	66058726	65884483	65971604.5	q13.1	11q	UCSC.HG19_2010-03-08	chr11:65884483-66058726
X2702582	11	67189097	67380578	67189097	67284837.5	q13.2	11q	UCSC.HG19_2010-03-08	chr11:67189097-67380578
X2702300	11	68701057	68761974	68701057	68731515.5	q13.3	11q	UCSC.HG19_2010-03-08	chr11:68701057-68761974
X2700531	11	68744290	68888220	68744290	68816255	q13.3	11q	UCSC.HG19_2010-03-08	chr11:68744290-68888220
X2703390	11	69317569	69467735	69317569	69392652	q13.3	11q	UCSC.HG19_2010-03-08	chr11:69317569-69467735
X2700855	11	69360977	69527555	69360977	69444266	q13.3	11q	UCSC.HG19_2010-03-08	chr11:69360977-69527555
X2700847	11	69442994	69574927	69442994	69508960.5	q13.3	11q	UCSC.HG19_2010-03-08	chr11:69442994-69574927
X2702182	11	69442964	69593443	69442964	69518203.5	q13.3	11q	UCSC.HG19_2010-03-08	chr11:69442964-69593443
X2700674	11	69443048	69593546	69443048	69518297	q13.3	11q	UCSC.HG19_2010-03-08	chr11:69443048-69593546
X2700864	11	69463814	69598746	69463814	69531280	q13.3	11q	UCSC.HG19_2010-03-08	chr11:69463814-69598746
X2698467	11	69464616	69614739	69464616	69539677.5	q13.3	11q	UCSC.HG19_2010-03-08	chr11:69464616-69614739
X3223070	11	70567195	70750914	70567195	70659054.5	q13.4	11q	UCSC.HG19_2010-03-08	chr11:70567195-70750914
X2698456	11	71558560	71754735	71558560	71656647.5	q13.4	11q	UCSC.HG19_2010-03-08	chr11:71558560-71754735
X2701608	11	71789836	71940229	71789836	71865032.5	q13.4	11q	UCSC.HG19_2010-03-08	chr11:71789836-71940229
X2699895	11	73279572	73477378	73279572	73378475	q13.4	11q	UCSC.HG19_2010-03-08	chr11:73279572-73477378
X2699400	11	74739029	74889212	74739029	74814120.5	q13.4	11q	UCSC.HG19_2010-03-08	chr11:74739029-74889212
X2699222	11	75340989	75502649	75340989	75421819	q13.5	11q	UCSC.HG19_2010-03-08	chr11:75340989-75502649
X3222226	11	75785182	75966320	75785182	75875751	q13.5	11q	UCSC.HG19_2010-03-08	chr11:75785182-75966320
X2701213	11	76332996	76519917	76332996	76426456.5	q13.5	11q	UCSC.HG19_2010-03-08	chr11:76332996-76519917
X2700682	11	77304007	77371361	77304007	77337684	q14.1	11q	UCSC.HG19_2010-03-08	chr11:77304007-77371361
X2701251	11	77287308	77437710	77287308	77362509	q14.1	11q	UCSC.HG19_2010-03-08	chr11:77287308-77437710
X2700690	11	78751654	78904098	78751654	78827876	q14.1	11q	UCSC.HG19_2010-03-08	chr11:78751654-78904098
X2700634	11	79799520	79996797	79799520	79898158.5	q14.1	11q	UCSC.HG19_2010-03-08	chr11:79799520-79996797
X2702375	11	80317158	80455084	80317158	80386121	q14.1	11q	UCSC.HG19_2010-03-08	chr11:80317158-80455084
X2699659	11	81514540	81719685	81514540	81617112.5	q14.1	11q	UCSC.HG19_2010-03-08	chr11:81514540-81719685
X2701806	11	81793955	81971042	81793955	81882498.5	q14.1	11q	UCSC.HG19_2010-03-08	chr11:81793955-81971042
X3222356	11	82535214	82707444	82535214	82621329	q14.1	11q	UCSC.HG19_2010-03-08	chr11:82535214-82707444
X2702586	11	82937507	83099439	82937507	83018473	q14.1	11q	UCSC.HG19_2010-03-08	chr11:82937507-83099439
X2701653	11	83087577	83277392	83087577	83182484.5	q14.1	11q	UCSC.HG19_2010-03-08	chr11:83087577-83277392
X2702175	11	83945341	84121053	83945341	84033197	q14.1	11q	UCSC.HG19_2010-03-08	chr11:83945341-84121053
X3222659	11	84769563	84910599	84769563	84840081	q14.1	11q	UCSC.HG19_2010-03-08	chr11:84769563-84910599
X3221962	11	85600787	85752358	85600787	85676572.5	q14.2	11q	UCSC.HG19_2010-03-08	chr11:85600787-85752358
X2700266	11	85677979	85828562	85677979	85753270.5	q14.2	11q	UCSC.HG19_2010-03-08	chr11:85677979-85828562
X2698478	11	86220317	86405957	86220317	86313137	q14.2	11q	UCSC.HG19_2010-03-08	chr11:86220317-86405957
X2699815	11	87048351	87212804	87048351	87130577.5	q14.2	11q	UCSC.HG19_2010-03-08	chr11:87048351-87212804
X2699148	11	87851094	88029840	87851094	87940467	q14.2	11q	UCSC.HG19_2010-03-08	chr11:87851094-88029840
X2701709	11	88284828	88445938	88284828	88365383	q14.2	11q	UCSC.HG19_2010-03-08	chr11:88284828-88445938
X2701315	11	88411918	88554244	88411918	88483081	q14.3	11q	UCSC.HG19_2010-03-08	chr11:88411918-88554244
X2699144	11	88909115	89056126	88909115	88982620.5	q14.3	11q	UCSC.HG19_2010-03-08	chr11:88909115-89056126
X2701616	11	89718397	89939986	89718397	89829191.5	q14.3	11q	UCSC.HG19_2010-03-08	chr11:89718397-89939986
X2699018	11	89934397	90099731	89934397	90017064	q14.3	11q	UCSC.HG19_2010-03-08	chr11:89934397-90099731
X2701834	11	90111088	90277681	90111088	90194384.5	q14.3	11q	UCSC.HG19_2010-03-08	chr11:90111088-90277681
X2699132	11	91076992	91249481	91076992	91163236.5	q14.3	11q	UCSC.HG19_2010-03-08	chr11:91076992-91249481
X2699776	11	91407573	91517477	91407573	91462525	q14.3	11q	UCSC.HG19_2010-03-08	chr11:91407573-91517477
X3222168	11	91993113	92143329	91993113	92068221	q14.3	11q	UCSC.HG19_2010-03-08	chr11:91993113-92143329
X2701878	11	92471800	92636890	92471800	92554345	q14.3	11q	UCSC.HG19_2010-03-08	chr11:92471800-92636890
X2698489	11	93307238	93457371	93307238	93382304.5	q21	11q	UCSC.HG19_2010-03-08	chr11:93307238-93457371
X2698919	11	94103873	94296441	94103873	94200157	q21	11q	UCSC.HG19_2010-03-08	chr11:94103873-94296441
X2702403	11	94166065	94316258	94166065	94241161.5	q21	11q	UCSC.HG19_2010-03-08	chr11:94166065-94316258
X3222677	11	94924136	95106024	94924136	95015080	q21	11q	UCSC.HG19_2010-03-08	chr11:94924136-95106024
X2698564	11	95752643	95870353	95752643	95811498	q21	11q	UCSC.HG19_2010-03-08	chr11:95752643-95870353
X2699876	11	95922625	96097454	95922625	96010039.5	q21	11q	UCSC.HG19_2010-03-08	chr11:95922625-96097454
X2699161	11	97376730	97536673	97376730	97456701.5	q22.1	11q	UCSC.HG19_2010-03-08	chr11:97376730-97536673
X2699237	11	97878577	98028942	97878577	97953759.5	q22.1	11q	UCSC.HG19_2010-03-08	chr11:97878577-98028942
X2699156	11	98635099	98807434	98635099	98721266.5	q22.1	11q	UCSC.HG19_2010-03-08	chr11:98635099-98807434
X2701013	11	98650613	98800665	98650613	98725639	q22.1	11q	UCSC.HG19_2010-03-08	chr11:98650613-98800665
X2699091	11	98807443	98957696	98807443	98882569.5	q22.1	11q	UCSC.HG19_2010-03-08	chr11:98807443-98957696
X2699858	11	99473195	99623463	99473195	99548329	q22.1	11q	UCSC.HG19_2010-03-08	chr11:99473195-99623463
X2699834	11	99473108	99656900	99473108	99565004	q22.1	11q	UCSC.HG19_2010-03-08	chr11:99473108-99656900
X2703215	11	99881925	100065072	99881925	99973498.5	q22.1	11q	UCSC.HG19_2010-03-08	chr11:99881925-100065072
X2701808	11	100427175	100627471	100427175	100527323	q22.1	11q	UCSC.HG19_2010-03-08	chr11:100427175-100627471
X3222258	11	100728525	100892896	100728525	100810710.5	q22.1	11q	UCSC.HG19_2010-03-08	chr11:100728525-100892896
X2701651	11	101796996	101990187	101796996	101893591.5	q22.1	11q	UCSC.HG19_2010-03-08	chr11:101796996-101990187
X3222366	11	102110425	102324683	102110425	102217554	q22.2	11q	UCSC.HG19_2010-03-08	chr11:102110425-102324683
X2698684	11	102477519	102627680	102477519	102552599.5	q22.2	11q	UCSC.HG19_2010-03-08	chr11:102477519-102627680
X2702475	11	103364080	103560863	103364080	103462471.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:103364080-103560863
X3222210	11	103374759	103555119	103374759	103464939	q22.3	11q	UCSC.HG19_2010-03-08	chr11:103374759-103555119
X2700658	11	104734833	104839840	104734833	104787336.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:104734833-104839840
X3222562	11	105802752	105960566	105802752	105881659	q22.3	11q	UCSC.HG19_2010-03-08	chr11:105802752-105960566
X2700659	11	106943702	107094218	106943702	107018960	q22.3	11q	UCSC.HG19_2010-03-08	chr11:106943702-107094218
X2700657	11	106943735	107094278	106943735	107019006.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:106943735-107094278
X2700666	11	106943707	107124142	106943707	107033924.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:106943707-107124142
X2703264	11	107957631	108141101	107957631	108049366	q22.3	11q	UCSC.HG19_2010-03-08	chr11:107957631-108141101
X2702220	11	108155570	108251266	108155570	108203418	q22.3	11q	UCSC.HG19_2010-03-08	chr11:108155570-108251266
X2700827	11	108164143	108268128	108164143	108216135.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:108164143-108268128
X2698413	11	108221395	108380834	108221395	108301114.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:108221395-108380834
X2698393	11	108316043	108466264	108316043	108391153.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:108316043-108466264
X3222339	11	108469055	108693226	108469055	108581140.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:108469055-108693226
X2699554	11	109406184	109531841	109406184	109469012.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:109406184-109531841
X2700675	11	109460794	109589135	109460794	109524964.5	q22.3	11q	UCSC.HG19_2010-03-08	chr11:109460794-109589135
X2700691	11	110875834	110875957	110875834	110875895.5	q23.1	11q	UCSC.HG19_2010-03-08	chr11:110875834-110875957
X2699390	11	110867580	111017765	110867580	110942672.5	q23.1	11q	UCSC.HG19_2010-03-08	chr11:110867580-111017765
X3222192	11	111152713	111353992	111152713	111253352.5	q23.1	11q	UCSC.HG19_2010-03-08	chr11:111152713-111353992
X2701779	11	111336356	111501819	111336356	111419087.5	q23.1	11q	UCSC.HG19_2010-03-08	chr11:111336356-111501819
X2701598	11	111734195	111895362	111734195	111814778.5	q23.1	11q	UCSC.HG19_2010-03-08	chr11:111734195-111895362
X2702188	11	112156642	112460362	112156642	112308502	q23.1	11q	UCSC.HG19_2010-03-08	chr11:112156642-112460362
X2701403	11	112515142	112567789	112515142	112541465.5	q23.2	11q	UCSC.HG19_2010-03-08	chr11:112515142-112567789
X2702337	11	113175160	113325264	113175160	113250212	q23.2	11q	UCSC.HG19_2010-03-08	chr11:113175160-113325264
X2701069	11	113175163	113325265	113175163	113250214	q23.2	11q	UCSC.HG19_2010-03-08	chr11:113175163-113325265
X2701077	11	113260297	113391357	113260297	113325827	q23.2	11q	UCSC.HG19_2010-03-08	chr11:113260297-113391357
X2701086	11	113261581	113458800	113261581	113360190.5	q23.2	11q	UCSC.HG19_2010-03-08	chr11:113261581-113458800
X2702330	11	113585054	113733659	113585054	113659356.5	q23.2	11q	UCSC.HG19_2010-03-08	chr11:113585054-113733659
X2699499	11	113617121	113767369	113617121	113692245	q23.2	11q	UCSC.HG19_2010-03-08	chr11:113617121-113767369
X2698920	11	113958486	114108695	113958486	114033590.5	q23.2	11q	UCSC.HG19_2010-03-08	chr11:113958486-114108695
X2701255	11	114215038	114365676	114215038	114290357	q23.2	11q	UCSC.HG19_2010-03-08	chr11:114215038-114365676
X2700635	11	114814745	115048254	114814745	114931499.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:114814745-115048254
X2701599	11	115315213	115481379	115315213	115398296	q23.3	11q	UCSC.HG19_2010-03-08	chr11:115315213-115481379
X3222577	11	116128722	116290858	116128722	116209790	q23.3	11q	UCSC.HG19_2010-03-08	chr11:116128722-116290858
X2700940	11	116998075	117109678	116998075	117053876.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:116998075-117109678
X2700955	11	117014409	117143818	117014409	117079113.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:117014409-117143818
X2702292	11	117048940	117174189	117048940	117111564.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:117048940-117174189
X2700581	11	117451062	117609452	117451062	117530257	q23.3	11q	UCSC.HG19_2010-03-08	chr11:117451062-117609452
X2698446	11	117891499	118067513	117891499	117979506	q23.3	11q	UCSC.HG19_2010-03-08	chr11:117891499-118067513
X2699541	11	117891412	118067647	117891412	117979529.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:117891412-118067647
X2701624	11	118067778	118218059	118067778	118142918.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:118067778-118218059
X2698380	11	118207797	118357971	118207797	118282884	q23.3	11q	UCSC.HG19_2010-03-08	chr11:118207797-118357971
X2698436	11	118258632	118408838	118258632	118333735	q23.3	11q	UCSC.HG19_2010-03-08	chr11:118258632-118408838
X2698385	11	118261587	118411778	118261587	118336682.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:118261587-118411778
X2698740	11	118521339	118714913	118521339	118618126	q23.3	11q	UCSC.HG19_2010-03-08	chr11:118521339-118714913
X3223039	11	119174151	119324312	119174151	119249231.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:119174151-119324312
X2702052	11	119298231	119412450	119298231	119355340.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:119298231-119412450
X2700643	11	119298231	119412452	119298231	119355341.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:119298231-119412452
X2699886	11	119949038	120167577	119949038	120058307.5	q23.3	11q	UCSC.HG19_2010-03-08	chr11:119949038-120167577
X3221944	11	120268173	120434199	120268173	120351186	q23.3	11q	UCSC.HG19_2010-03-08	chr11:120268173-120434199
X2702560	11	121405697	121569775	121405697	121487736	q24.1	11q	UCSC.HG19_2010-03-08	chr11:121405697-121569775
X2701606	11	121989654	122166412	121989654	122078033	q24.1	11q	UCSC.HG19_2010-03-08	chr11:121989654-122166412
X3222378	11	122915406	123110073	122915406	123012739.5	q24.1	11q	UCSC.HG19_2010-03-08	chr11:122915406-123110073
X2700650	11	123233160	123298676	123233160	123265918	q24.1	11q	UCSC.HG19_2010-03-08	chr11:123233160-123298676
X2701607	11	123302819	123448249	123302819	123375534	q24.1	11q	UCSC.HG19_2010-03-08	chr11:123302819-123448249
X2699316	11	124241589	124435274	124241589	124338431.5	q24.2	11q	UCSC.HG19_2010-03-08	chr11:124241589-124435274
X2701895	11	125444893	125651776	125444893	125548334.5	q24.2	11q	UCSC.HG19_2010-03-08	chr11:125444893-125651776
X3222360	11	125471596	125632639	125471596	125552117.5	q24.2	11q	UCSC.HG19_2010-03-08	chr11:125471596-125632639
X2703265	11	126097657	126243360	126097657	126170508.5	q24.2	11q	UCSC.HG19_2010-03-08	chr11:126097657-126243360
X3222321	11	126262535	126452213	126262535	126357374	q24.2	11q	UCSC.HG19_2010-03-08	chr11:126262535-126452213
X3222273	11	127169391	127345422	127169391	127257406.5	q24.2	11q	UCSC.HG19_2010-03-08	chr11:127169391-127345422
X2700683	11	128264895	128415302	128264895	128340098.5	q24.3	11q	UCSC.HG19_2010-03-08	chr11:128264895-128415302
X2698894	11	128261695	128446002	128261695	128353848.5	q24.3	11q	UCSC.HG19_2010-03-08	chr11:128261695-128446002
X2698457	11	128578742	128728867	128578742	128653804.5	q24.3	11q	UCSC.HG19_2010-03-08	chr11:128578742-128728867
X2702185	11	129337754	129443013	129337754	129390383.5	q24.3	11q	UCSC.HG19_2010-03-08	chr11:129337754-129443013
X3222827	11	130094725	130258943	130094725	130176834	q24.3	11q	UCSC.HG19_2010-03-08	chr11:130094725-130258943
X3223050	11	130455025	130634430	130455025	130544727.5	q24.3	11q	UCSC.HG19_2010-03-08	chr11:130455025-130634430
X2699289	11	130615660	130807242	130615660	130711451	q24.3	11q	UCSC.HG19_2010-03-08	chr11:130615660-130807242
X2698343	11	131434666	131588419	131434666	131511542.5	q25	11q	UCSC.HG19_2010-03-08	chr11:131434666-131588419
X2701632	11	132060701	132214537	132060701	132137619	q25	11q	UCSC.HG19_2010-03-08	chr11:132060701-132214537
X2701881	11	132975125	133166725	132975125	133070925	q25	11q	UCSC.HG19_2010-03-08	chr11:132975125-133166725
X2699894	11	134213918	134389690	134213918	134301804	q25	11q	UCSC.HG19_2010-03-08	chr11:134213918-134389690
X3222428	11	134455017	134672986	134455017	134564001.5	q25	11q	UCSC.HG19_2010-03-08	chr11:134455017-134672986
X3222427	11	134523104	134673505	134523104	134598304.5	q25	11q	UCSC.HG19_2010-03-08	chr11:134523104-134673505
X3222755	11	134638416	134840206	134638416	134739311	q25	11q	UCSC.HG19_2010-03-08	chr11:134638416-134840206
X3222660	11	134754750	134925546	134754750	134840148	q25	11q	UCSC.HG19_2010-03-08	chr11:134754750-134925546
X3222607	12	170614	345508	170614	258061	p13.3	12p	UCSC.HG19_2010-03-08	chr12:170614-345508
X2700113	12	282338	459312	282338	370825	p13.3	12p	UCSC.HG19_2010-03-08	chr12:282338-459312
X3222680	12	268695	475069	268695	371882	p13.3	12p	UCSC.HG19_2010-03-08	chr12:268695-475069
X3222638	12	439252	641438	439252	540345	p13.3	12p	UCSC.HG19_2010-03-08	chr12:439252-641438
X2702318	12	896719	1042673	896719	969696	p13.3	12p	UCSC.HG19_2010-03-08	chr12:896719-1042673
X2700966	12	948433	1077826	948433	1013129.5	p13.3	12p	UCSC.HG19_2010-03-08	chr12:948433-1077826
X2702311	12	999814	1077821	999814	1038817.5	p13.3	12p	UCSC.HG19_2010-03-08	chr12:999814-1077821
X2701023	12	983412	1116517	983412	1049964.5	p13.3	12p	UCSC.HG19_2010-03-08	chr12:983412-1116517
